review_id,product_id,rating,comment,review_date
129,OFF-FA-10000304,5,Хороший,2026-01-24
130,OFF-FA-10000304,5,Нормально,2026-02-14
131,OFF-FA-10000304,4,Хороший,2026-02-02
132,OFF-PA-10001569,4,Нормально,2026-01-08
133,OFF-PA-10001569,3,Не понравился,2026-02-06
134,OFF-PA-10001569,3,Хороший,2026-03-08
135,OFF-PA-10001569,3,Ужасный,2026-02-06
136,FUR-CH-10003968,2,Рекомендую,2026-03-01
137,FUR-CH-10003968,4,Хороший,2026-02-09
138,FUR-CH-10003968,1,Нормально,2026-02-13
139,FUR-CH-10003968,5,Не понравился,2026-03-01
140,FUR-CH-10003968,4,Нормально,2026-03-06
141,OFF-PA-10000587,1,Хороший,2026-02-05
142,OFF-PA-10000587,1,Нормально,2026-02-17
143,OFF-PA-10000587,3,Хороший,2026-02-21
144,OFF-AR-10001868,2,Ужасный,2026-01-25
145,OFF-AR-10001868,5,Отличный товар,2026-01-08
146,OFF-BI-10001078,5,Отличный товар,2026-02-25
147,OFF-BI-10001078,2,Отличный товар,2026-01-09
148,OFF-BI-10001078,4,Ужасный,2026-02-26
149,OFF-PA-10003892,1,Нормально,2026-02-03
150,OFF-PA-10003892,4,Рекомендую,2026-02-19
151,OFF-PA-10003892,3,Не понравился,2026-02-18
152,FUR-FU-10000397,1,Не понравился,2026-01-15
153,FUR-FU-10000397,5,Хороший,2026-01-19
154,FUR-FU-10000397,2,Отличный товар,2026-02-10
155,FUR-FU-10000397,1,Отличный товар,2026-02-28
156,FUR-FU-10000397,3,Рекомендую,2026-02-24
157,FUR-CH-10001146,5,Плохой,2026-02-23
158,FUR-CH-10001146,1,Хороший,2026-02-17
159,TEC-PH-10002726,2,Отличный товар,2026-02-19
160,TEC-PH-10002726,4,Рекомендую,2026-01-20
161,OFF-PA-10004675,4,Нормально,2026-03-01
162,OFF-PA-10004675,2,Рекомендую,2026-02-24
163,OFF-PA-10004675,2,Рекомендую,2026-02-28
164,FUR-FU-10003708,2,Ужасный,2026-01-19
165,FUR-FU-10003708,1,Нормально,2026-01-23
166,FUR-FU-10003708,3,Хороший,2026-01-16
167,FUR-FU-10003708,1,Плохой,2026-01-21
168,OFF-ST-10004123,3,Ужасный,2026-03-03
169,OFF-ST-10004123,2,Хороший,2026-02-02
170,OFF-BI-10004182,5,Рекомендую,2026-02-04
171,OFF-BI-10004182,5,Не понравился,2026-03-03
172,OFF-BI-10004182,2,Нормально,2026-02-26
173,OFF-BI-10004182,2,Отличный товар,2026-02-05
174,OFF-BI-10004182,3,Нормально,2026-02-10
175,OFF-ST-10000615,1,Отличный товар,2026-02-06
176,OFF-ST-10000615,1,Нормально,2026-01-31
177,OFF-ST-10000615,3,Рекомендую,2026-02-10
178,OFF-ST-10000615,3,Ужасный,2026-03-06
179,OFF-ST-10000615,1,Отличный товар,2026-02-17
180,FUR-FU-10003194,2,Рекомендую,2026-02-20
181,FUR-FU-10003194,5,Нормально,2026-02-20
182,FUR-FU-10003194,3,Отличный товар,2026-02-18
183,FUR-FU-10003194,3,Ужасный,2026-01-22
184,OFF-AP-10002118,5,Не понравился,2026-02-20
185,OFF-AP-10002118,4,Нормально,2026-01-28
186,OFF-BI-10002309,1,Нормально,2026-03-08
187,OFF-BI-10002309,2,Отличный товар,2026-02-23
188,OFF-BI-10002309,5,Не понравился,2026-03-08
189,OFF-AR-10002053,4,Нормально,2026-02-04
190,OFF-ST-10002370,3,Нормально,2026-02-10
191,OFF-ST-10002370,3,Отличный товар,2026-02-24
192,OFF-ST-10002370,3,Рекомендую,2026-02-12
193,OFF-ST-10002370,2,Отличный товар,2026-01-26
194,FUR-CH-10000863,1,Не понравился,2026-02-11
195,FUR-CH-10000863,5,Отличный товар,2026-02-18
196,FUR-CH-10000863,4,Плохой,2026-02-06
197,FUR-CH-10000863,2,Рекомендую,2026-02-15
198,TEC-AC-10001998,5,Плохой,2026-02-11
199,TEC-AC-10001998,5,Отличный товар,2026-02-19
200,TEC-AC-10001998,4,Рекомендую,2026-02-14
201,OFF-LA-10000134,2,Хороший,2026-02-20
202,OFF-LA-10000134,5,Ужасный,2026-02-07
203,OFF-LA-10000134,2,Не понравился,2026-02-28
204,OFF-LA-10000134,5,Нормально,2026-02-11
205,OFF-ST-10003442,2,Плохой,2026-02-01
206,OFF-ST-10003442,5,Нормально,2026-02-19
207,OFF-ST-10003442,5,Нормально,2026-01-26
208,OFF-ST-10003442,4,Плохой,2026-01-25
209,OFF-PA-10000304,5,Отличный товар,2026-02-08
210,OFF-PA-10003177,4,Нормально,2026-02-24
211,OFF-PA-10003177,5,Не понравился,2026-02-25
212,OFF-BI-10002852,4,Отличный товар,2026-01-22
213,OFF-BI-10004738,2,Рекомендую,2026-02-11
214,OFF-BI-10004738,3,Нормально,2026-01-13
215,OFF-BI-10004738,5,Плохой,2026-02-24
216,OFF-BI-10004738,3,Хороший,2026-01-18
217,FUR-FU-10000629,4,Отличный товар,2026-02-23
218,OFF-BI-10001721,5,Плохой,2026-01-14
219,OFF-BI-10001721,2,Ужасный,2026-03-01
220,OFF-BI-10001721,2,Нормально,2026-01-11
221,OFF-BI-10001721,3,Не понравился,2026-01-30
222,OFF-BI-10001721,3,Хороший,2026-01-25
223,OFF-AP-10000358,5,Плохой,2026-01-18
224,OFF-AP-10000358,4,Рекомендую,2026-01-13
225,TEC-AC-10001767,4,Отличный товар,2026-01-11
226,TEC-AC-10001767,5,Хороший,2026-01-29
227,TEC-AC-10001767,4,Рекомендую,2026-02-22
228,TEC-AC-10001767,3,Не понравился,2026-01-30
229,OFF-BI-10002609,5,Рекомендую,2026-02-22
230,OFF-BI-10002609,2,Ужасный,2026-02-16
231,OFF-BI-10002609,4,Отличный товар,2026-01-30
232,OFF-BI-10002609,4,Рекомендую,2026-02-10
233,OFF-BI-10002609,2,Не понравился,2026-02-21
234,OFF-PA-10004040,3,Хороший,2026-01-25
235,OFF-PA-10004040,3,Ужасный,2026-02-17
236,OFF-PA-10004040,1,Не понравился,2026-02-15
237,OFF-PA-10004040,2,Нормально,2026-01-09
238,TEC-AC-10001552,3,Хороший,2026-03-09
239,TEC-AC-10001552,4,Рекомендую,2026-01-23
240,TEC-AC-10001552,1,Не понравился,2026-01-14
241,TEC-AC-10001552,3,Рекомендую,2026-01-17
242,TEC-AC-10001552,5,Ужасный,2026-01-13
243,FUR-FU-10004006,1,Нормально,2026-03-07
244,OFF-BI-10002794,4,Не понравился,2026-02-26
245,OFF-BI-10002794,2,Плохой,2026-01-14
246,TEC-PH-10002844,1,Отличный товар,2026-02-11
247,TEC-PH-10002844,3,Отличный товар,2026-01-19
248,TEC-PH-10002844,2,Плохой,2026-03-02
249,OFF-AR-10000390,4,Рекомендую,2026-02-01
250,OFF-AR-10000390,5,Рекомендую,2026-01-14
251,OFF-AR-10000390,5,Рекомендую,2026-01-14
252,TEC-AC-10000844,2,Нормально,2026-02-12
253,TEC-AC-10000844,2,Плохой,2026-02-15
254,TEC-AC-10000844,3,Не понравился,2026-01-21
255,TEC-AC-10000844,1,Нормально,2026-02-10
256,FUR-FU-10001934,5,Отличный товар,2026-01-31
257,FUR-FU-10001934,3,Хороший,2026-02-18
258,OFF-AR-10000380,3,Отличный товар,2026-02-18
259,OFF-AR-10000380,1,Отличный товар,2026-02-27
260,OFF-AR-10000380,4,Ужасный,2026-03-07
261,OFF-AR-10000380,3,Нормально,2026-03-09
262,OFF-EN-10002600,4,Отличный товар,2026-01-24
263,OFF-EN-10002600,5,Рекомендую,2026-01-24
264,OFF-EN-10002600,1,Хороший,2026-01-22
265,OFF-EN-10002600,1,Плохой,2026-01-10
266,OFF-EN-10002600,2,Нормально,2026-01-10
267,OFF-PA-10004965,1,Ужасный,2026-02-18
268,OFF-EN-10002504,3,Не понравился,2026-02-18
269,OFF-EN-10002504,1,Нормально,2026-03-08
270,OFF-EN-10002504,4,Плохой,2026-02-11
271,FUR-TA-10001768,1,Не понравился,2026-01-31
272,FUR-TA-10001768,5,Ужасный,2026-03-02
273,OFF-BI-10003650,1,Рекомендую,2026-01-13
274,FUR-FU-10002157,4,Плохой,2026-01-31
275,OFF-ST-10000777,1,Плохой,2026-01-26
276,OFF-ST-10000777,2,Нормально,2026-02-02
277,OFF-ST-10000777,2,Хороший,2026-02-07
278,OFF-EN-10002500,2,Не понравился,2026-02-04
279,OFF-EN-10002500,3,Не понравился,2026-02-13
280,OFF-EN-10002500,2,Ужасный,2026-03-01
281,OFF-EN-10002500,5,Плохой,2026-02-01
282,OFF-EN-10002500,2,Ужасный,2026-01-10
283,TEC-PH-10003875,1,Хороший,2026-01-12
284,FUR-CH-10004063,4,Отличный товар,2026-01-24
285,FUR-CH-10004063,5,Отличный товар,2026-02-01
286,FUR-CH-10004063,4,Отличный товар,2026-02-08
287,FUR-CH-10004063,2,Рекомендую,2026-02-13
288,FUR-TA-10004534,2,Отличный товар,2026-01-11
289,OFF-BI-10003274,4,Плохой,2026-02-23
290,OFF-BI-10003274,4,Нормально,2026-01-30
291,FUR-CH-10001146,5,Отличный товар,2026-01-29
292,FUR-CH-10001146,2,Хороший,2026-02-27
293,FUR-FU-10003773,2,Хороший,2026-02-04
294,OFF-PA-10002377,5,Ужасный,2026-02-28
295,OFF-PA-10002377,1,Хороший,2026-01-11
296,OFF-FA-10002780,2,Нормально,2026-02-11
297,OFF-FA-10002780,2,Плохой,2026-01-13
298,OFF-FA-10002780,1,Рекомендую,2026-01-24
299,OFF-FA-10002780,1,Плохой,2026-02-23
300,OFF-FA-10002780,5,Хороший,2026-02-09
301,OFF-PA-10001804,3,Не понравился,2026-01-30
302,OFF-FA-10002988,5,Отличный товар,2026-01-27
303,OFF-FA-10002988,5,Рекомендую,2026-02-23
304,OFF-FA-10002988,4,Отличный товар,2026-03-02
305,OFF-FA-10002988,4,Рекомендую,2026-02-11
306,OFF-FA-10002988,5,Нормально,2026-02-14
307,OFF-BI-10004781,5,Нормально,2026-01-27
308,OFF-BI-10004781,2,Плохой,2026-01-08
309,OFF-BI-10004781,1,Отличный товар,2026-02-11
310,OFF-BI-10004781,1,Нормально,2026-01-08
311,OFF-SU-10001218,2,Хороший,2026-01-27
312,OFF-SU-10001218,4,Плохой,2026-02-26
313,OFF-SU-10001218,1,Хороший,2026-01-11
314,OFF-AR-10000940,2,Хороший,2026-01-16
315,OFF-AR-10000940,1,Отличный товар,2026-01-29
316,OFF-AR-10000940,5,Не понравился,2026-01-09
317,OFF-AR-10000940,1,Отличный товар,2026-02-05
318,OFF-AR-10000940,1,Хороший,2026-01-23
319,OFF-EN-10004030,2,Хороший,2026-01-08
320,OFF-EN-10004030,1,Нормально,2026-01-21
321,OFF-EN-10004030,3,Рекомендую,2026-01-11
322,OFF-EN-10004030,5,Плохой,2026-01-15
323,OFF-PA-10004327,5,Нормально,2026-01-08
324,OFF-PA-10004327,2,Плохой,2026-02-06
325,OFF-PA-10004327,1,Ужасный,2026-01-29
326,OFF-PA-10004327,3,Ужасный,2026-02-03
327,OFF-PA-10004327,2,Плохой,2026-01-29
328,TEC-PH-10000215,2,Рекомендую,2026-02-18
329,TEC-PH-10000215,2,Ужасный,2026-02-27
330,TEC-PH-10001448,2,Не понравился,2026-01-26
331,TEC-PH-10001448,4,Ужасный,2026-02-26
332,OFF-AP-10000326,5,Плохой,2026-01-27
333,OFF-AP-10000326,2,Хороший,2026-02-04
334,OFF-AP-10000326,5,Плохой,2026-01-12
335,OFF-AP-10000326,5,Плохой,2026-02-02
336,OFF-AP-10000326,4,Нормально,2026-01-21
337,TEC-PH-10001254,4,Плохой,2026-02-27
338,OFF-PA-10001950,5,Плохой,2026-01-14
339,OFF-PA-10001950,4,Плохой,2026-01-30
340,OFF-PA-10002254,4,Хороший,2026-02-02
341,OFF-PA-10002254,2,Рекомендую,2026-02-28
342,OFF-ST-10001590,3,Не понравился,2026-01-17
343,OFF-ST-10001590,1,Ужасный,2026-03-07
344,OFF-ST-10001590,2,Ужасный,2026-01-08
345,OFF-ST-10001590,4,Хороший,2026-02-15
346,OFF-ST-10001590,5,Плохой,2026-02-28
347,OFF-AR-10001547,2,Хороший,2026-01-20
348,OFF-AR-10001547,4,Отличный товар,2026-03-04
349,OFF-AR-10001547,3,Отличный товар,2026-02-16
350,OFF-LA-10002475,5,Рекомендую,2026-01-08
351,TEC-PH-10004536,1,Плохой,2026-02-22
352,TEC-PH-10004536,4,Плохой,2026-02-15
353,TEC-PH-10004536,1,Не понравился,2026-02-26
354,TEC-AC-10003657,1,Хороший,2026-02-18
355,TEC-AC-10003657,3,Рекомендую,2026-02-22
356,OFF-EN-10001990,5,Плохой,2026-01-31
357,OFF-BI-10004002,3,Не понравился,2026-02-05
358,OFF-BI-10004002,1,Отличный товар,2026-02-19
359,OFF-AR-10004441,4,Отличный товар,2026-01-30
360,OFF-AR-10004441,5,Плохой,2026-02-08
361,OFF-AR-10004441,3,Ужасный,2026-03-01
362,OFF-AR-10004441,3,Рекомендую,2026-01-26
363,OFF-AR-10002656,3,Ужасный,2026-01-29
364,OFF-AR-10002656,5,Нормально,2026-03-06
365,OFF-AR-10002656,1,Плохой,2026-02-19
366,OFF-AR-10002656,5,Плохой,2026-02-16
367,OFF-AP-10002518,4,Хороший,2026-01-24
368,OFF-AP-10002518,3,Ужасный,2026-01-13
369,OFF-AP-10002518,5,Не понравился,2026-01-31
370,OFF-AP-10002518,3,Отличный товар,2026-02-16
371,TEC-PH-10003931,2,Плохой,2026-02-03
372,TEC-PH-10003931,4,Хороший,2026-02-21
373,TEC-PH-10003931,2,Нормально,2026-01-19
374,OFF-PA-10000659,5,Ужасный,2026-01-13
375,OFF-PA-10000659,4,Не понравился,2026-02-28
376,OFF-PA-10000659,1,Хороший,2026-02-01
377,OFF-PA-10000659,1,Рекомендую,2026-01-17
378,OFF-PA-10001144,2,Отличный товар,2026-02-10
379,OFF-PA-10001144,1,Рекомендую,2026-01-11
380,OFF-PA-10001144,5,Отличный товар,2026-03-03
381,OFF-PA-10001144,3,Рекомендую,2026-01-12
382,FUR-CH-10003817,5,Плохой,2026-03-06
383,FUR-CH-10003817,4,Рекомендую,2026-02-06
384,OFF-AP-10000891,4,Отличный товар,2026-02-22
385,OFF-LA-10003148,4,Рекомендую,2026-03-07
386,OFF-AP-10002684,3,Плохой,2026-01-09
387,FUR-CH-10004698,3,Отличный товар,2026-01-19
388,OFF-SU-10002189,1,Не понравился,2026-02-28
389,OFF-SU-10002189,4,Плохой,2026-02-06
390,OFF-SU-10002189,2,Рекомендую,2026-02-28
391,OFF-AR-10001940,3,Плохой,2026-02-13
392,OFF-AR-10001940,5,Нормально,2026-01-18
393,TEC-AC-10004659,4,Нормально,2026-02-09
394,TEC-AC-10004659,4,Рекомендую,2026-01-29
395,TEC-AC-10004659,5,Отличный товар,2026-02-04
396,TEC-AC-10004659,3,Плохой,2026-03-05
397,TEC-AC-10004659,5,Не понравился,2026-02-11
398,TEC-PH-10003273,3,Нормально,2026-01-12
399,TEC-PH-10003273,2,Отличный товар,2026-03-01
400,TEC-PH-10003273,1,Плохой,2026-02-28
401,TEC-PH-10003273,3,Плохой,2026-02-22
402,TEC-PH-10004896,4,Ужасный,2026-01-17
403,TEC-AC-10002345,4,Плохой,2026-02-06
404,TEC-AC-10002345,3,Плохой,2026-03-05
405,TEC-AC-10002345,4,Нормально,2026-01-19
406,TEC-AC-10002345,1,Хороший,2026-01-15
407,TEC-AC-10002323,1,Нормально,2026-02-13
408,TEC-AC-10002323,2,Рекомендую,2026-02-13
409,OFF-ST-10001328,1,Не понравился,2026-01-14
410,OFF-ST-10001328,3,Рекомендую,2026-02-23
411,OFF-ST-10001328,4,Рекомендую,2026-03-02
412,FUR-BO-10002613,5,Плохой,2026-01-27
413,FUR-BO-10002613,2,Отличный товар,2026-01-24
414,FUR-BO-10002613,1,Рекомендую,2026-01-19
415,FUR-BO-10002613,5,Не понравился,2026-01-11
416,FUR-BO-10002613,1,Хороший,2026-01-25
417,TEC-PH-10001552,3,Отличный товар,2026-02-07
418,OFF-PA-10000061,2,Нормально,2026-02-19
419,OFF-PA-10000061,4,Отличный товар,2026-02-22
420,OFF-PA-10000061,3,Хороший,2026-01-12
421,OFF-AR-10004027,5,Ужасный,2026-02-11
422,OFF-AR-10004027,5,Хороший,2026-02-26
423,OFF-AR-10004027,1,Плохой,2026-02-24
424,OFF-AR-10004027,4,Плохой,2026-03-03
425,OFF-ST-10001414,3,Хороший,2026-01-30
426,OFF-ST-10001414,4,Отличный товар,2026-02-21
427,OFF-ST-10001414,4,Рекомендую,2026-03-01
428,OFF-ST-10001414,2,Хороший,2026-02-05
429,OFF-ST-10001414,5,Хороший,2026-02-25
430,OFF-BI-10000343,1,Хороший,2026-02-17
431,OFF-BI-10000343,5,Отличный товар,2026-02-02
432,OFF-BI-10000343,3,Не понравился,2026-03-08
433,OFF-BI-10000343,5,Плохой,2026-02-03
434,OFF-PA-10002749,5,Плохой,2026-02-25
435,OFF-PA-10002749,2,Хороший,2026-01-19
436,OFF-PA-10002749,5,Рекомендую,2026-01-10
437,OFF-PA-10002749,5,Хороший,2026-01-16
438,OFF-PA-10002666,3,Не понравился,2026-02-18
439,FUR-TA-10004289,3,Плохой,2026-02-13
440,FUR-TA-10004289,2,Отличный товар,2026-02-12
441,FUR-TA-10004289,4,Ужасный,2026-01-21
442,OFF-AP-10003217,5,Рекомендую,2026-02-05
443,OFF-AP-10003217,1,Хороший,2026-02-03
444,OFF-AP-10003217,4,Рекомендую,2026-03-09
445,FUR-FU-10002960,1,Не понравился,2026-01-18
446,FUR-FU-10002960,1,Плохой,2026-01-29
447,FUR-FU-10002960,1,Нормально,2026-03-01
448,OFF-ST-10000642,1,Хороший,2026-02-06
449,OFF-ST-10000642,4,Хороший,2026-02-27
450,TEC-PH-10001700,2,Хороший,2026-02-06
451,TEC-PH-10001700,5,Отличный товар,2026-02-13
452,OFF-FA-10000134,3,Нормально,2026-02-13
453,OFF-FA-10000134,3,Ужасный,2026-02-24
454,OFF-FA-10000134,1,Отличный товар,2026-03-01
455,OFF-FA-10000134,1,Не понравился,2026-03-09
456,OFF-ST-10001522,4,Нормально,2026-01-19
457,OFF-ST-10001522,5,Ужасный,2026-03-02
458,OFF-ST-10001522,1,Нормально,2026-01-10
459,TEC-AC-10001266,3,Не понравился,2026-02-09
460,TEC-AC-10001266,3,Плохой,2026-01-25
461,TEC-AC-10001266,3,Хороший,2026-01-18
462,FUR-BO-10004695,5,Не понравился,2026-01-09
463,FUR-BO-10004695,3,Рекомендую,2026-02-20
464,FUR-BO-10004695,2,Рекомендую,2026-03-07
465,FUR-BO-10004695,4,Плохой,2026-02-22
466,FUR-BO-10004695,3,Отличный товар,2026-02-22
467,TEC-MA-10000864,1,Отличный товар,2026-03-03
468,TEC-MA-10000864,4,Плохой,2026-02-25
469,TEC-AC-10000109,3,Рекомендую,2026-02-03
470,TEC-AC-10000109,3,Не понравился,2026-02-26
471,TEC-PH-10002563,1,Нормально,2026-03-03
472,TEC-PH-10002563,1,Отличный товар,2026-01-09
473,TEC-PH-10002563,5,Рекомендую,2026-02-17
474,OFF-PA-10004000,2,Не понравился,2026-01-12
475,OFF-PA-10004000,5,Рекомендую,2026-02-06
476,OFF-PA-10004000,2,Отличный товар,2026-02-27
477,OFF-PA-10004000,2,Нормально,2026-01-24
478,FUR-FU-10000087,1,Плохой,2026-02-27
479,TEC-MA-10001148,4,Не понравился,2026-01-15
480,TEC-MA-10001148,3,Нормально,2026-02-21
481,TEC-MA-10001148,3,Хороший,2026-01-19
482,OFF-AR-10001958,5,Плохой,2026-02-04
483,OFF-AR-10001958,5,Плохой,2026-02-12
484,OFF-AR-10001958,4,Хороший,2026-01-09
485,OFF-AR-10001958,2,Рекомендую,2026-01-15
486,OFF-AR-10001958,2,Не понравился,2026-02-11
487,OFF-AR-10001026,3,Плохой,2026-03-03
488,OFF-AR-10001026,1,Не понравился,2026-02-06
489,FUR-TA-10003748,2,Отличный товар,2026-01-24
490,FUR-CH-10004860,2,Нормально,2026-02-18
491,FUR-CH-10004860,3,Рекомендую,2026-01-14
492,FUR-CH-10004477,2,Рекомендую,2026-01-14
493,FUR-CH-10004477,4,Хороший,2026-02-28
494,OFF-BI-10001679,3,Нормально,2026-03-02
495,FUR-TA-10003473,5,Нормально,2026-03-07
496,FUR-TA-10003473,4,Ужасный,2026-01-29
497,FUR-FU-10004017,3,Не понравился,2026-01-14
498,FUR-FU-10004017,3,Ужасный,2026-03-07
499,FUR-FU-10004017,2,Нормально,2026-02-28
500,FUR-FU-10004017,1,Не понравился,2026-01-14
501,TEC-AC-10003832,1,Хороший,2026-02-14
