TEC-AC-10003027,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Accessories,28.177333333333333,45
FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Furniture,Bookcases,674.83068,88
OFF-BI-10000474,Avery Recycled Flexi-View Covers for Binding Systems,Office Supplies,Binders,7.557000000000001,89
FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings,35.91716666666667,89
OFF-EN-10001509,Poly String Tie Envelopes,Office Supplies,Envelopes,1.8916363636363636,35
OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Office Supplies,Art,16.781333333333333,70
OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Office Supplies,Binders,1.666875,48
OFF-AR-10001683,Lumber Crayons,Office Supplies,Art,8.536666666666667,59
OFF-PA-10000249,Easy-staple paper,Office Supplies,Paper,11.461333333333334,55
TEC-PH-10004977,GE 30524EE4,Technology,Phones,165.50266666666667,61
FUR-FU-10003664,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Furniture,Furnishings,84.0048,48
OFF-EN-10002986,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Office Supplies,Envelopes,14.166,51
FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,213.024925,27
FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",Furniture,Chairs,87.516,22
TEC-PH-10000486,Plantronics HL10 Handset Lifter,Technology,Phones,92.79199999999999,30
TEC-PH-10004093,Panasonic Kx-TS550,Technology,Phones,36.791999999999994,76
OFF-ST-10003479,"Eldon Base for stackable storage shelf, platinum",Office Supplies,Storage,35.60228571428571,95
OFF-ST-10003282,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Office Supplies,Storage,56.772,74
TEC-AC-10000171,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Technology,Accessories,20.231199999999998,60
OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Binders,5.674500000000001,92
OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Office Supplies,Storage,47.691,64
TEC-AC-10002167,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Technology,Accessories,13.875,36
TEC-PH-10003988,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Technology,Phones,9.81,55
OFF-BI-10004410,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Office Supplies,Binders,3.822,69
OFF-LA-10002762,Avery 485,Office Supplies,Labels,12.53,86
FUR-FU-10001706,Longer-Life Soft White Bulbs,Furniture,Furnishings,2.7104,57
FUR-CH-10003061,"Global Leather Task Chair, Black",Furniture,Chairs,77.616375,99
OFF-FA-10000304,Advantus Push Pins,Office Supplies,Fasteners,2.0554285714285716,56
TEC-PH-10002447,AT&T CL83451 4-Handset Telephone,Technology,Phones,185.39100000000002,18
OFF-ST-10000604,Home/Office Personal File Carts,Office Supplies,Storage,33.76685714285714,58
OFF-PA-10001569,Xerox 232,Office Supplies,Paper,6.156000000000001,21
FUR-CH-10003968,Novimex Turbo Task Chair,Furniture,Chairs,61.516,86
OFF-PA-10000587,"Array Parchment Paper, Assorted Colors",Office Supplies,Paper,6.916,66
OFF-BI-10001460,Plastic Binding Combs,Office Supplies,Binders,11.211,33
OFF-AR-10001868,Prang Dustless Chalk Sticks,Office Supplies,Art,1.554,77
TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Technology,Accessories,6.291,69
OFF-BI-10001078,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Office Supplies,Binders,4.765142857142857,73
OFF-PA-10003892,Xerox 1943,Office Supplies,Paper,46.4645,63
FUR-FU-10000397,Luxo Economy Swing Arm Lamp,Furniture,Furnishings,19.94,33
FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs,46.99053333333333,49
OFF-AR-10002671,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",Office Supplies,Art,139.128,39
TEC-PH-10002726,netTALK DUO VoIP Telephone Service,Technology,Phones,43.49171428571429,65
OFF-PA-10000482,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies,Paper,36.675333333333334,92
OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,Binders,5.977909090909091,49
OFF-PA-10004675,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Office Supplies,Paper,5.926666666666667,63
FUR-CH-10000513,High-Back Leather Manager's Chair,Furniture,Chairs,108.32499999999999,40
FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furniture,Furnishings,52.56333333333333,53
OFF-ST-10004123,Safco Industrial Wire Shelving System,Office Supplies,Storage,81.882,36
OFF-BI-10004182,Economy Binders,Office Supplies,Binders,1.456,18
FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",Furniture,Furnishings,6.4719999999999995,40
OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,Storage,10.49875,19
FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Furniture,Furnishings,7.72,85
OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Office Supplies,Appliances,194.28266666666664,97
OFF-BI-10002309,Avery Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,Binders,4.3709999999999996,52
OFF-AR-10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Office Supplies,Art,2.7245714285714286,52
OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",Office Supplies,Storage,19.964,66
OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Office Supplies,Envelopes,30.5065,69
OFF-ST-10003656,Safco Industrial Wire Shelving,Office Supplies,Storage,80.6316,64
FUR-CH-10000863,Novimex Swivel Fabric Task Chair,Furniture,Chairs,120.78399999999999,81
TEC-AC-10001998,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Technology,Accessories,19.323666666666664,55
OFF-LA-10000134,Avery 511,Office Supplies,Labels,2.7720000000000002,88
OFF-ST-10003442,Eldon Portable Mobile Manager,Office Supplies,Storage,26.394666666666666,74
OFF-AR-10004930,Turquoise Lead Holder with Pocket Clip,Office Supplies,Art,6.253333333333334,24
OFF-PA-10000304,Xerox 1995,Office Supplies,Paper,5.832000000000001,29
OFF-PA-10003177,Xerox 1999,Office Supplies,Paper,5.924571428571428,100
FUR-FU-10003799,"Seth Thomas 13 1/2"" Wall Clock",Furniture,Furnishings,14.9352,16
OFF-BI-10002852,Ibico Standard Transparent Covers,Office Supplies,Binders,11.041599999999999,40
OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder,Office Supplies,Binders,11.679666666666668,85
FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,Furniture,Furnishings,13.1005,73
OFF-BI-10001721,Trimflex Flexible Post Binders,Office Supplies,Binders,14.966,81
OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,Appliances,11.249333333333333,25
OFF-PA-10003256,Avery Personal Creations Heavyweight Cards,Office Supplies,Paper,10.001333333333333,87
TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,35.991,84
OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,Office Supplies,Binders,1.1494285714285712,19
OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Office Supplies,Paper,5.5016,12
TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,Technology,Accessories,45.7884,38
FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Furniture,Furnishings,39.806666666666665,24
OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Office Supplies,Binders,20.490000000000002,67
TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Technology,Accessories,9.7272,78
TEC-PH-10002844,Speck Products Candyshell Flip Case,Technology,Phones,24.493000000000002,88
OFF-AR-10000390,Newell Chalk Holder,Office Supplies,Art,3.8939999999999997,61
TEC-AC-10000844,Logitech Gaming G510s - Keyboard,Technology,Accessories,78.61574999999999,63
FUR-FU-10001934,Magnifier Swing Arm Lamp,Furniture,Furnishings,20.98,11
OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Art,35.7012,68
OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",Office Supplies,Binders,3.0482857142857145,52
OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Fasteners,3.273142857142857,94
OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,Envelopes,2.6128571428571425,14
OFF-PA-10004965,Xerox 1921,Office Supplies,Paper,7.992,76
OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Envelopes,24.073714285714285,11
FUR-TA-10001768,Hon Racetrack Conference Tables,Furniture,Tables,188.13216666666668,86
OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,Office Supplies,Binders,309.01324999999997,93
FUR-FU-10002157,Artistic Insta-Plaque,Furniture,Furnishings,15.68,60
OFF-ST-10000777,"Companion Letter/Legal File, Black",Office Supplies,Storage,34.7392,68
OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,Office Supplies,Envelopes,12.414857142857143,85
TEC-PH-10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Technology,Phones,9.72,30
FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,232.35875,15
FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Furniture,Tables,168.83800000000002,70
OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,Binders,2.5206666666666666,75
OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",Office Supplies,Storage,39.83542857142857,87
FUR-CH-10001146,"Global Task Chair, Black",Furniture,Chairs,46.99053333333333,49
FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,Furnishings,66.7968,62
TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Technology,Phones,15.325666666666665,29
OFF-PA-10002377,Xerox 1916,Office Supplies,Paper,23.73314285714286,97
OFF-FA-10002780,Staples,Office Supplies,Fasteners,2.6224,48
OFF-PA-10001804,Xerox 195,Office Supplies,Paper,5.845,71
OFF-PA-10001736,Xerox 1880,Office Supplies,Paper,34.0224,15
OFF-AR-10001149,"Sanford Colorific Colored Pencils, 12/Box",Office Supplies,Art,2.532,76
OFF-FA-10002988,Ideal Clamps,Office Supplies,Fasteners,1.809,26
OFF-BI-10004781,GBC Wire Binding Strips,Office Supplies,Binders,15.87,91
OFF-SU-10001218,Fiskars Softgrip Scissors,Office Supplies,Supplies,10.98,69
OFF-AR-10000940,Newell 343,Office Supplies,Art,2.772,84
OFF-EN-10004030,Convenience Packs of Business Envelopes,Office Supplies,Envelopes,3.2579999999999996,52
OFF-PA-10004327,Xerox 1911,Office Supplies,Paper,45.983999999999995,86
OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Office Supplies,Appliances,251.829,30
FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",Furniture,Furnishings,27.873,39
TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,Technology,Phones,33.785,62
TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,Technology,Phones,45.9908,64
OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,Office Supplies,Binders,28.477300000000003,48
OFF-AP-10000326,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Office Supplies,Appliances,31.583999999999996,72
TEC-PH-10001254,Jabra BIZ 2300 Duo QD Duo Corded Headset,Technology,Phones,101.592,42
OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,Office Supplies,Paper,7.3392,64
OFF-PA-10002254,Xerox 1883,Office Supplies,Paper,24.87257142857143,39
OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,Storage,12.6712,30
OFF-AR-10001547,Newell 311,Office Supplies,Art,2.04425,88
OFF-LA-10002475,Avery 519,Office Supplies,Labels,6.822666666666667,17
TEC-PH-10004536,Avaya 5420 Digital phone,Technology,Phones,125.99066666666666,22
OFF-PA-10002751,Xerox 1920,Office Supplies,Paper,5.98,71
TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,Technology,Accessories,28.5516,70
OFF-EN-10001990,Staple envelope,Office Supplies,Envelopes,5.68,36
OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,Office Supplies,Binders,10.874285714285715,17
OFF-AR-10004441,BIC Brite Liner Highlighters,Office Supplies,Art,3.785142857142857,95
TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,Technology,Machines,1019.994,10
OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,Office Supplies,Storage,112.09575000000001,70
FUR-CH-10004287,SAFCO Arco Folding Chair,Furniture,Chairs,220.96,76
OFF-AR-10002656,Sanford Liquid Accent Highlighters,Office Supplies,Art,6.1456,65
OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,Office Supplies,Appliances,142.384,18
TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,Technology,Phones,45.992333333333335,64
OFF-PA-10000659,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Office Supplies,Paper,11.802285714285714,97
OFF-PA-10001144,Xerox 1913,Office Supplies,Paper,53.260799999999996,11
FUR-CH-10003817,"Global Value Steno Chair, Gray",Furniture,Chairs,51.0216,100
OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,Appliances,104.896,60
OFF-LA-10003148,Avery 51,Office Supplies,Labels,6.048,49
OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,Appliances,86.84285714285714,76
FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",Furniture,Chairs,62.7595,79
OFF-SU-10002189,Acme Rosewood Handle Letter Opener,Office Supplies,Supplies,3.7053333333333334,18
OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Office Supplies,Art,3.1159999999999997,63
OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",Office Supplies,Storage,14.180571428571428,11
TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,Accessories,60.824999999999996,91
TEC-PH-10003273,AT&T TR1909W,Technology,Phones,113.39099999999999,70
TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),Technology,Phones,25.1916,51
TEC-AC-10002345,HP Standard 104 key PS/2 Keyboard,Technology,Accessories,13.533333333333333,66
OFF-BI-10001890,Avery Poly Binder Pockets,Office Supplies,Binders,2.685,23
TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,19.689090909090908,31
OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",Office Supplies,Storage,14.7345,62
FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Furniture,Bookcases,206.052,22
TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,Phones,10.5248,65
OFF-PA-10000061,Xerox 205,Office Supplies,Paper,6.156000000000001,27
OFF-AR-10003514,4009 Highlighters by Sanford,Office Supplies,Art,3.7809999999999997,48
OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Office Supplies,Art,4.365428571428572,52
OFF-AR-10004027,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,2.1839999999999997,48
OFF-ST-10001414,Decoflex Hanging Personal Folder File,Office Supplies,Storage,15.42,43
OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Binders,2.7005,51
OFF-PA-10002749,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Office Supplies,Paper,5.798000000000001,60
OFF-PA-10002666,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Office Supplies,Paper,8.154,27
FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Furniture,Tables,113.02083333333333,36
OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Office Supplies,Appliances,2.8600000000000003,21
OFF-AP-10003217,Eureka Sanitaire  Commercial Upright,Office Supplies,Appliances,110.47333333333334,49
FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",Furniture,Furnishings,5.5264,42
TEC-PH-10001918,Nortel Business Series Terminal T7208 Digital phone,Technology,Phones,111.19200000000001,28
OFF-ST-10000642,"Tennsco Lockers, Gray",Office Supplies,Storage,18.882,88
TEC-PH-10001700,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Technology,Phones,52.791999999999994,82
OFF-FA-10000134,"Advantus Push Pins, Aluminum Head",Office Supplies,Fasteners,5.8100000000000005,18
OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Office Supplies,Storage,80.9512,70
TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,Technology,Accessories,11.7,92
OFF-LA-10004544,Avery 505,Office Supplies,Labels,13.108571428571429,36
FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Furniture,Bookcases,153.833,43
TEC-MA-10000864,Cisco 9971 IP Video Phone Charcoal,Technology,Machines,286.0,66
TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,Accessories,51.01311111111111,45
TEC-PH-10002563,Adtran 1202752G1,Technology,Phones,105.83159999999998,90
OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,Office Supplies,Fasteners,3.05375,90
OFF-PA-10004000,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Office Supplies,Paper,4.0205,24
FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Furniture,Furnishings,19.690666666666665,11
TEC-MA-10001148,Swingline SM12-08 MicroCut Jam Free Shredder,Technology,Machines,221.7772,41
OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Office Supplies,Art,14.554285714285713,12
OFF-AR-10001026,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Office Supplies,Art,2.1999999999999997,30
FUR-TA-10003748,Bevis 36 x 72 Conference Tables,Furniture,Tables,104.260375,18
OFF-ST-10002485,Rogers Deluxe File Chest,Office Supplies,Storage,19.782,73
FUR-CH-10004860,Global Low Back Tilter Chair,Furniture,Chairs,82.04625,90
FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",Furniture,Chairs,48.712,23
OFF-BI-10001679,GBC Instant Index System for Binding Systems,Office Supplies,Binders,4.6176,50
FUR-TA-10001705,Bush Advantage Collection Round Conference Table,Furniture,Tables,162.10750000000002,81
FUR-TA-10003473,Bretford Rectangular Conference Table Tops,Furniture,Tables,283.6647083333333,51
FUR-FU-10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Furniture,Furnishings,68.52542857142858,40
TEC-AC-10003832,Logitech P710e Mobile Speakerphone,Technology,Accessories,135.25455555555556,95
OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Office Supplies,Paper,4.884,32
OFF-PA-10003349,Xerox 1957,Office Supplies,Paper,5.832000000000001,33
FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Furniture,Furnishings,167.872,98
FUR-FU-10004351,Staple-based wall hangings,Furniture,Furnishings,8.116666666666667,45
TEC-PH-10000011,PureGear Roll-On Screen Protector,Technology,Phones,16.7916,51
FUR-TA-10002607,KI Conference Tables,Furniture,Tables,47.85075,66
FUR-FU-10002505,Eldon 100 Class Desk Accessories,Furniture,Furnishings,2.359,99
OFF-ST-10002276,Safco Steel Mobile File Cart,Office Supplies,Storage,76.69120000000001,93
OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Office Supplies,Paper,7.9799999999999995,22
OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,Appliances,285.6175,97
FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,Chairs,155.30272727272725,49
OFF-PA-10004569,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Office Supplies,Paper,7.356333333333333,26
OFF-ST-10001228,"Fellowes Personal Hanging Folder Files, Navy",Office Supplies,Storage,13.681333333333335,33
OFF-EN-10003296,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Envelopes,90.48,78
OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",Office Supplies,Storage,45.3024,29
TEC-PH-10001580,Logitech Mobile Speakerphone P710e - speaker phone,Technology,Phones,113.38319999999999,37
TEC-AC-10000290,Sabrent 4-Port USB 2.0 Hub,Technology,Accessories,6.4505,38
OFF-ST-10002790,Safco Industrial Shelving,Office Supplies,Storage,64.988,84
OFF-BI-10003460,Acco 3-Hole Punch,Office Supplies,Binders,3.358,25
OFF-AP-10002203,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,Office Supplies,Appliances,0.812,32
TEC-MA-10003353,Xerox WorkCentre 6505DN Laser Multifunction Printer,Technology,Machines,359.994,29
TEC-PH-10001433,Cisco Small Business SPA 502G VoIP phone,Technology,Phones,76.9275,73
TEC-AC-10004469,Microsoft Sculpt Comfort Mouse,Technology,Accessories,37.553,11
OFF-AR-10003602,"Quartet Omega Colored Chalk, 12/Pack",Office Supplies,Art,5.339428571428571,43
OFF-FA-10003472,Bagged Rubber Bands,Office Supplies,Fasteners,1.2096,97
OFF-ST-10004180,Safco Commercial Shelving,Office Supplies,Storage,42.7892,39
OFF-EN-10004386,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,Envelopes,22.0708,83
OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,Office Supplies,Storage,169.36266666666668,18
TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Accessories,27.19093333333333,29
FUR-FU-10003274,Regeneration Desk Collection,Furniture,Furnishings,1.6896,22
OFF-BI-10002557,Presstex Flexible Ring Binders,Office Supplies,Binders,2.9575,62
OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Office Supplies,Paper,4.189500000000001,95
OFF-AR-10001427,Newell 330,Office Supplies,Art,5.681000000000001,36
OFF-PA-10000673,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",Office Supplies,Paper,6.552,73
OFF-PA-10004470,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Office Supplies,Paper,5.301333333333333,21
OFF-ST-10000876,Eldon Simplefile Box Office,Office Supplies,Storage,11.507,58
OFF-LA-10002043,Avery 489,Office Supplies,Labels,9.936,10
OFF-BI-10004967,Round Ring Binders,Office Supplies,Binders,1.1093333333333335,77
TEC-PH-10001760,Bose SoundLink Bluetooth Speaker,Technology,Phones,159.2,87
FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",Furniture,Tables,192.1854,41
OFF-PA-10000474,Easy-staple paper,Office Supplies,Paper,32.486666666666665,61
TEC-AC-10001956,Microsoft Arc Touch Mouse,Technology,Accessories,53.955,48
OFF-PA-10004100,Xerox 216,Office Supplies,Paper,5.67,45
OFF-BI-10000778,GBC VeloBinder Electric Binding Machine,Office Supplies,Binders,33.269499999999994,90
OFF-SU-10000646,Premier Automatic Letter Opener,Office Supplies,Supplies,211.5256,35
OFF-FA-10002983,Advantus SlideClip Paper Clips,Office Supplies,Fasteners,3.1826666666666665,23
OFF-LA-10004689,Avery 512,Office Supplies,Labels,2.6588000000000003,93
TEC-AC-10002001,Logitech Wireless Gaming Headset G930,Technology,Accessories,138.658,57
FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Furniture,Bookcases,44.6446,60
